Year_Month,Line,Card_type,Trip
2019-09,Blue Mountains Line,Free Travel,856
2019-09,Blue Mountains Line,School Student,34069
2019-09,Blue Mountains Line,Senior/Pensioner,103281
2019-09,Blue Mountains Line,Sgl Trip Rail Adult,3368
2019-09,Blue Mountains Line,Sgl Trip Rail Child/Youth,1246
2019-09,Central Coast Newcastle Line,Adult,994289
2019-09,Central Coast Newcastle Line,CTP,55034
2019-09,Central Coast Newcastle Line,Child/Youth,56407
2019-09,Central Coast Newcastle Line,Concession,100970
2019-09,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,1
2019-09,Central Coast Newcastle Line,Day Pass without SAF,125
2019-09,Central Coast Newcastle Line,Employee,23140
2019-09,Central Coast Newcastle Line,Free Travel,2736
2019-09,Central Coast Newcastle Line,School Student,75711
2019-09,Central Coast Newcastle Line,Senior/Pensioner,218014
2019-09,Central Coast Newcastle Line,Sgl Trip Rail Adult,8773
2019-09,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2596
2019-09,Hunter Line,Adult,42140
2019-09,Hunter Line,CTP,4643
2019-09,Hunter Line,Child/Youth,4895
2019-09,Hunter Line,Concession,11302
2019-09,Hunter Line,Day Pass Child/Youth w/o SAF,65
2019-09,Hunter Line,Day Pass without SAF,31
2019-09,Hunter Line,Employee,471
2019-09,Hunter Line,Free Travel,228
2019-09,Hunter Line,School Student,5478
2019-09,Hunter Line,Senior/Pensioner,15686
2019-09,Hunter Line,Sgl Trip Rail Adult,423
2019-09,Hunter Line,Sgl Trip Rail Child/Youth,269
2019-09,South Coast Line,Adult,574646
2019-09,South Coast Line,CTP,41543
2019-09,South Coast Line,Child/Youth,28660
2019-09,South Coast Line,Concession,60031
2019-09,South Coast Line,Day Pass without SAF,28
2019-09,South Coast Line,Employee,7752
2019-09,South Coast Line,Free Travel,861
2019-09,South Coast Line,School Student,31472
2019-09,South Coast Line,Senior/Pensioner,106264
2019-09,South Coast Line,Sgl Trip Rail Adult,3409
2019-09,South Coast Line,Sgl Trip Rail Child/Youth,929
2019-09,Southern Highlands Line,Adult,52005
2019-09,Southern Highlands Line,CTP,3746
2019-09,Southern Highlands Line,Child/Youth,5348
2019-09,Southern Highlands Line,Concession,5578
2019-09,Southern Highlands Line,Day Pass without SAF,7
2019-09,Southern Highlands Line,Employee,969
2019-09,Southern Highlands Line,Free Travel,195
2019-09,Southern Highlands Line,School Student,2574
2019-09,Southern Highlands Line,Senior/Pensioner,20287
2019-09,Southern Highlands Line,Sgl Trip Rail Adult,292
2019-09,Southern Highlands Line,Sgl Trip Rail Child/Youth,118
2019-09,T1 North Shore Line,Adult,3871250
2019-09,T1 North Shore Line,CTP,241802
2019-09,T1 North Shore Line,Child/Youth,156124
2019-09,T1 North Shore Line,Concession,316205
2019-09,T1 North Shore Line,Day Pass Child/Youth w/o SAF,2
2019-09,T1 North Shore Line,Day Pass without SAF,53
2019-09,T1 North Shore Line,Employee,36400
2019-09,T1 North Shore Line,Free Travel,5912
2019-09,T1 North Shore Line,School Student,227584
2019-09,T1 North Shore Line,Senior/Pensioner,360202
2019-09,T1 North Shore Line,Sgl Trip Rail Adult,21862
2019-09,T1 North Shore Line,Sgl Trip Rail Child/Youth,6055
2019-09,T1 Western Line,Adult,3181787
2019-09,T1 Western Line,CTP,140690
2019-09,T1 Western Line,Child/Youth,111020
2019-09,T1 Western Line,Concession,292679
2019-09,T1 Western Line,Day Pass Child/Youth w/o SAF,31
2019-09,T1 Western Line,Day Pass without SAF,262
2019-09,T1 Western Line,Employee,57770
2019-09,T1 Western Line,Free Travel,4699
2019-09,T1 Western Line,School Student,173489
2019-09,T1 Western Line,Senior/Pensioner,362317
2019-09,T1 Western Line,Sgl Trip Rail Adult,14091
2019-09,T1 Western Line,Sgl Trip Rail Child/Youth,5479
2019-09,T2 Inner West Line,Adult,1619201
2019-09,T2 Inner West Line,CTP,96119
2019-09,T2 Inner West Line,Child/Youth,55663
2019-09,T2 Inner West Line,Concession,119475
2019-09,T2 Inner West Line,Day Pass Child/Youth w/o SAF,11
2019-09,T2 Inner West Line,Day Pass without SAF,14
2019-09,T2 Inner West Line,Employee,20870
2019-09,T2 Inner West Line,Free Travel,1515
2019-09,T2 Inner West Line,School Student,58612
2019-09,T2 Inner West Line,Senior/Pensioner,157129
2019-09,T2 Inner West Line,Sgl Trip Rail Adult,8133
2019-09,T2 Inner West Line,Sgl Trip Rail Child/Youth,1816
2019-09,T2 Leppington Line,Adult,1955531
2019-09,T2 Leppington Line,CTP,96055
2019-09,T2 Leppington Line,Child/Youth,80641
2019-09,T2 Leppington Line,Concession,188324
2019-09,T2 Leppington Line,Day Pass Child/Youth w/o SAF,16
2019-09,T2 Leppington Line,Day Pass without SAF,47
2019-09,T2 Leppington Line,Employee,27747
2019-09,T2 Leppington Line,Free Travel,2400
2019-09,T2 Leppington Line,School Student,87586
2019-09,T2 Leppington Line,Senior/Pensioner,271950
2019-09,T2 Leppington Line,Sgl Trip Rail Adult,10676
2019-09,T2 Leppington Line,Sgl Trip Rail Child/Youth,2887
2019-09,T3 Bankstown Line,Adult,1671643
2019-09,T3 Bankstown Line,CTP,91182
2019-09,T3 Bankstown Line,Child/Youth,73410
2019-09,T3 Bankstown Line,Concession,152453
2019-09,T3 Bankstown Line,Day Pass Child/Youth w/o SAF,15
2019-09,T3 Bankstown Line,Day Pass without SAF,20
2019-09,T3 Bankstown Line,Employee,16403
2019-09,T3 Bankstown Line,Free Travel,1692
2019-09,T3 Bankstown Line,School Student,67273
2019-09,T3 Bankstown Line,Senior/Pensioner,235031
2019-09,T3 Bankstown Line,Sgl Trip Rail Adult,8343
2019-09,T3 Bankstown Line,Sgl Trip Rail Child/Youth,2668
2019-09,T4 Eastern Suburbs and Illawarra Line,Adult,4371948
2019-09,T4 Eastern Suburbs and Illawarra Line,CTP,283777
2019-09,T4 Eastern Suburbs and Illawarra Line,Child/Youth,154994
2019-09,T4 Eastern Suburbs and Illawarra Line,Concession,279530
2019-09,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,3
2019-09,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,106
2019-09,T4 Eastern Suburbs and Illawarra Line,Employee,55223
2019-09,T4 Eastern Suburbs and Illawarra Line,Free Travel,7119
2019-09,T4 Eastern Suburbs and Illawarra Line,School Student,171179
2019-09,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,486321
2019-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,23467
2019-09,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,7370
2019-09,T5 Cumberland Line,Adult,523202
2019-09,T5 Cumberland Line,CTP,18882
2019-09,T5 Cumberland Line,Child/Youth,17117
2019-09,T5 Cumberland Line,Concession,50701
2019-09,T5 Cumberland Line,Day Pass without SAF,1
